rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
57,"spotify:track:1G2CAJeP7rCwOZjlSJ0Zw3","Major Lazer, J Balvin, El Alfa, Diplo","Que Calor","Mad Decent",42,53,17,"415210"
58,"spotify:track:2rc7BkzO8qepMFAxHtOrXc","J Balvin","Blanco","UMLE - Latino",58,62,8,"397604"
59,"spotify:track:5NOHsDSfLIH45y3i9PfRyh","Casper Magico, Bryant Myers, Alex Rose, Juhn","Fantasmita - Remix","2019 Flow La Movie, Inc & Los Magicos",59,63,5,"395509"
60,"spotify:track:74j34STf8L6uADnTN69ohv","Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex","El Efecto - Remix","(SME US Latin) Duars Entertainment, Corp. (2)",54,59,4,"383962"
61,"spotify:track:27uAea0qcUz3a7jKnAT7KG","Santaferia","Algún Día Volverás","Santaferia",39,47,77,"375798"
62,"spotify:track:4xvTPuwHaXoDM3p0QcY7bH","DJ Luian, Mambo Kingz, Farruko, Wisin, Myke Towers, Darell, Arcángel","Música","Hear This Music",57,65,5,"368273"
63,"spotify:track:1Ej96GIBCTvgH7tNX1r3qr","Sech, Darell","Otro Trago","Rich Music/Ingrooves Records",1,60,38,"365125"
64,"spotify:track:1tpbAGsGpZee5jDHMcLrUJ","Dalex, Lenny Tavárez","Bellaquita","Rich Music",17,61,18,"361326"
65,"spotify:track:6US3sBxFujqlBEgeuzPZt6","Princesa Alba","Mi Culpa","Altafonte bajo licencia exclusiva de Princesa Alba",65,-1,1,"357644"
66,"spotify:track:26Qhn2T88XqVinXQpmSarj","Nicky Jam, Sech","Atrévete","Sony Music Latin",19,64,23,"355747"
67,"spotify:track:5QXQy0f2q8wJNpPwJtjifx","DJ Snake, J Balvin, Ozuna, Nicky Jam, NATTI NATASHA, Darell, Sech","Loco Contigo (with J. Balvin & Ozuna feat. Nicky Jam, Natti Natasha, Darell & Sech) - REMIX","DJ Snake Music Productions Limited/Geffen Records",67,125,2,"350156"
68,"spotify:track:7q3NthaBqFI6s0WnAlnIvq","Darell, Brytiago","Velitas","Sony Music Latin",38,69,26,"350114"
69,"spotify:track:1LiN0Z98FkR1t0m8KmLcAH","Anuel AA, Haze","Amanece","House of Haze",2,68,56,"342116"
70,"spotify:track:5m3jpKkgkfoMcym1qjToFg","Alex Rose, Rafa Pabön","Jangueo","Los Oidos Fresh/ Los Proximos",70,91,7,"338357"
71,"spotify:track:4Clmg1g8n2yBYG13Z1oSdG","Dayvi, Victor Cardenas, Kelly Ruíz","Baila Conmigo (feat. Kelly Ruiz)","Sony Music México",20,58,30,"338168"
72,"spotify:track:7KbF6AdprOXEEHlsq11Z6d","Maluma","11 PM","Sony Music Latin",21,70,34,"337050"
73,"spotify:track:5w9c2J52mkdntKOmRLeM2m","Daddy Yankee, Snow","Con Calma","El Cartel Records (EC3)",1,66,50,"335860"
74,"spotify:track:5iwz1NiezX7WWjnCgY5TH4","Pedro Capó, Farruko","Calma - Remix","Sony Music Latin",1,67,66,"326434"
75,"spotify:track:3QfD4bxxkopZL7XZ8RaezH","Tommy Boysen","Hookah & Sheridan's","Equity Distribution",14,71,68,"324587"
76,"spotify:track:3cUE3p7E39CzGjQoEsg7sM","Santaferia","EL Gil De Tu Ex","Huracán Producciones",28,56,127,"318526"
77,"spotify:track:56f5qnyAlZdlz8wrUDA50h","Mau y Ricky, Manuel Turizo, Camilo","Desconocidos","Sony Music Latin",9,74,65,"318360"
78,"spotify:track:57kdZIOAaolxAjB67d2yU3","Duki","Goteo","SSJ Records / DALE PLAY Records",22,72,22,"310573"
79,"spotify:track:3f5lA8nnc4YYF1qf78WpHw","Anuel AA, Romeo Santos","Ella Quiere Beber - Remix","Real Hasta La Muerte, LLC",10,77,62,"309924"
80,"spotify:track:5jW3rF4URMdK7tO2xjS5EI","Paulo Londra","Tal Vez","WEA Latina",5,75,41,"309133"
81,"spotify:track:0Cn8NxJZz7zUlsaA3rXoIU","JHAYCO, Ozuna","Easy - Remix","N&E Entertainment LLC",59,79,7,"306732"
82,"spotify:track:0GmiGIxXDNrePrHBpijYDp","Yannc, Darkiel, Eladio Carrion, Brray, Myke Towers","Sigue Bailandome","Full Harmony",4,76,63,"304745"
83,"spotify:track:0jeS8PyyIRAG0A3t5DtL71","Myke Towers","La Playa","2019 Casablanca Records & One World Music | Distributed by GLAD Empire",32,78,39,"298496"
84,"spotify:track:2vrpcQNg6itmgVZWsNjWe0","Sebastian Yatra, Reik","Un Año","UMLE - Latino",11,81,51,"297225"
85,"spotify:track:6Xfz4YNwwIcFRyfW3QQZVp","Ceaese, Utopiko, Polimá Westcoast, Young Cister","Te Quiero Ver (feat. Polimá Westcoast y Young Cister)","WM Chile",33,84,55,"294941"
86,"spotify:track:6U3AilMn51njMyILgOlBQl","Adan La Amenaza, Yordano El Menor, Yohancito, Anonimus King, Carlitos Junior, Forest, BlackRoy","Dele Cotele - Remix","Adan La Amenaza | Eyey Networks",55,73,14,"294370"
87,"spotify:track:132ALUzVLmqYB4UsBj5qD6","Paulo Londra","Adan y Eva","WEA Latina",1,83,62,"290724"
88,"spotify:track:6t94PGXYAuo9GbJEnMpPcW","Super Yei, Sammy Baby, Myke Towers, Lenny Tavárez, Rafa Pabön","La Forma en Que Me Miras","2018 Superiority",66,88,74,"286789"
89,"spotify:track:6osaMSJh9NguagEDQcZaKx","DJ Snake, J Balvin, Tyga","Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake Music Productions Limited",36,80,30,"284694"
90,"spotify:track:0dDboLfmRNsTBscy4j3Rnl","Ozuna","Hasta Que Salga el Sol","Aura Music Corp.",46,82,9,"284414"
91,"spotify:track:059bcIhyc2SBwm6sw2AZzd","Piso 21, Micro TDH","Te Vi","WM Mexico",20,89,56,"277188"
92,"spotify:track:4SJHHpKhcuXwDsCsPqshXj","Rauw Alejandro, Chencho Corleone","El Efecto","Duars Entertainment, Corp.",67,85,42,"275464"
93,"spotify:track:696DnlkuDOXcMAnKlTgXXK","Arizona Zervas","ROXANNE","Arizona Zervas",93,103,6,"274576"
94,"spotify:track:0mcBgVRVsvESTkEyVHt7Ue","Darell","No Vuelvas Más","Sony Music Latin",92,96,5,"274421"
95,"spotify:track:2Fxmhks0bxGSBdJ92vM42m","Billie Eilish","bad guy","Darkroom/Interscope Records",59,102,41,"272980"
96,"spotify:track:4MR1AZhe1p0zTuH2HGhX9L","Zion & Lennox, Anuel AA, Haze","Guayo","WEA Latina",13,87,34,"269862"
97,"spotify:track:6OPl2rRpNsW1BZmtrSxP6X","Ceaese, Utopiko, DrefQuila, THAT","Damelo (feat. DrefQuila y THAT)","WM Chile",32,100,52,"269126"
98,"spotify:track:4BCPItsB94KDLuERZT3aNM","TINI, Lalo Ebratt","Fresa","5020 Records",58,90,18,"268278"
99,"spotify:track:34ZngZgo8xicbt1EE8Ob8Z","Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid","Porno","Rich Music",56,98,13,"266499"
100,"spotify:track:2b6i9zx3ULzKrNWmyP0ePD","John C, Neo Pistea, Bhavi, Trueno","C90 (Remix)","Piloto Productions",73,86,3,"265650"
101,"spotify:track:7BuHdm4lQqcyG3qTwdkxus","Wisin & Yandel, Romeo Santos","Aullando","Sony Music Latin",26,97,56,"260535"
102,"spotify:track:2EEmzqzM70CybVspgM7YRT","Mau y Ricky, Camilo, Lunay","La Boca - Remix","Sony Music Latin",30,93,25,"260402"
103,"spotify:track:7hynhxDoDpgMIV12JuVtNa","J Balvin, Bad Bunny, Marciano Cantero","UN PESO","Universal Music Latino / Rimas",14,99,28,"258987"
104,"spotify:track:63Z1ToWxe9UJA82d9qF5lo","Simon la Letra, Pablo Chill-E","Es Poco","GGF",104,107,6,"257554"
105,"spotify:track:7o0oY5wRcoV7oPuDhD2J1z","Paloma Mami","Fingías","Sony Music Latin",1,94,42,"255729"
106,"spotify:track:2b8fOow8UzyDFAE27YhOZM","Maroon 5","Memories","Interscope Records*",106,113,8,"253265"
107,"spotify:track:5W83ErFkO3aKAIS1WMi6u0","Anuel AA, KAROL G","Secreto","Anuel AA & Karol G - Secreto",1,95,52,"252943"
108,"spotify:track:29ShXDWDedEwZkYc8Du08N","Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Cazzu","Imaginate","Rich Music",58,106,13,"250418"
109,"spotify:track:64kNRze29YqCFzFEpQCaHQ","Gigolo Y La Exce, Myke Towers, Arcángel, El Alfa, Farruko","Rasta Barbie (Remix)","Rimas Entertainment LLC",76,105,12,"250191"
110,"spotify:track:6pNjmMB8FTMEcqGSgs7Mji","Farruko, Ozuna, Lunay, Sech, Sharo Towers","Nadie (feat. Sech & Sharo Towers) - Remix","Sony Music Latin",28,104,13,"248288"
111,"spotify:track:6b2RcmUt1g9N9mQ3CbjX2Y","Sam Smith","How Do You Sleep?","PLG - Capitol",62,118,25,"239750"
112,"spotify:track:4TnjEaWOeW0eKTKIEvJyCa","Trevor Daniel","Falling","Alamo",112,123,4,"239549"
113,"spotify:track:3YntiCUU0Xqq0B68FM3YAt","Myke Towers","Rutina","2019 Casablanca Records & One World Music | Distributed by GLAD Empire",112,119,4,"237343"
114,"spotify:track:3ZCTVFBt2Brf31RLEnCkWJ","Billie Eilish","everything i wanted","Darkroom/Interscope Records",81,122,8,"236413"
115,"spotify:track:2dy3TKVDEbIeWxeIb8JWqZ","NATTI NATASHA, Romeo Santos","La Mejor Versión de Mi - Remix","Pina Records",87,120,14,"235636"
116,"spotify:track:4MxYiw28F30NGOaTZ1ySqd","Mau y Ricky, Nicky Jam, Dalex, Dímelo Flow, Justin Quiles, Lenny Tavárez","Bota Fuego (feat. Dímelo Flow, Justin Quiles & Lenny Tavárez) - Remix","Sony Music Latin",116,150,2,"235540"
117,"spotify:track:3VyjsVV24RmBIbWJAeUJNu","Don Toliver","No Idea","We Run It Ent./Cactus Jack/Atlantic",117,130,2,"234117"
118,"spotify:track:0EJu1RBtxzldMG2peczuPv","Paloma Mami","No Te Enamores","Sony Music Latin",1,108,55,"233654"
119,"spotify:track:2ohqtT8jp5VeSBAtBEpSqA","Brytiago, Myke Towers","Toxico","Business Music/Duars Music",61,116,8,"228513"
120,"spotify:track:1khmgu0pveJbkbpbkyvcQv","Bad Bunny, El Alfa","La Romana","Rimas Entertainment LLC",15,109,55,"225876"
121,"spotify:track:7mWFF4gPADjTQjC97CgFVt","Ozuna, Daddy Yankee, J Balvin, Farruko, Anuel AA","Baila Baila Baila - Remix","VP Records Corp/Dimelo Vi",11,110,37,"223483"
122,"spotify:track:116H0KvKr2Zl4RPuVBruDO","Bad Bunny, Drake","MIA","Rimas Entertainment LLC",1,114,66,"219805"
123,"spotify:track:74wEiOpnvCe1tCTWKGSYta","Becky G, Paulo Londra","Cuando Te Besé","Kemosabe Records/RCA Records/Sony Music Latin",5,117,75,"219749"
124,"spotify:track:35wvL50xvKpCHEJPxLOLPI","Bad Bunny","Si Estuviésemos Juntos","Rimas Entertainment LLC",14,124,55,"219313"
125,"spotify:track:1kMUGCt7XLDc5Q64Vl0H8S","Residente, Bad Bunny","Bellacoso","5020 Records",14,115,24,"218045"
126,"spotify:track:7pxL0DzPpCjjcdfQccvnus","Piso 21, Myke Towers","Una Vida Para Recordar","WM Mexico",46,126,27,"217167"
127,"spotify:track:5099x34vBakWpGkHourFxP","Maluma, J Balvin","Qué Pena","Sony Music Latin",45,127,15,"211176"
128,"spotify:track:4whKi0lMYWNiV2IZBkTbYB","Casper Magico, Rauw Alejandro","La Mas Linda","2019 Flow La Movie, Inc & Los Magicos",128,145,4,"209533"
129,"spotify:track:6ifUES3keWjwXgae8pXI3o","Danny Ocean","Me Rehúso","Atlantic Records",1,136,154,"206337"
130,"spotify:track:21jGcNKet2qwijlDFuPiPb","Post Malone","Circles","Republic Records",130,152,11,"205046"
131,"spotify:track:2hMemEDS1l5hrjLWwU1MNt","Polimá Westcoast, Pablo Chill-E","MY BLOOD","Sony Music Entertainment Chile S.A",23,129,46,"204127"
132,"spotify:track:6MJUCumnQsQEKbCy28tbCP","Daddy Yankee, Anuel AA","Adictiva","El Cartel Records (EC3)",5,128,61,"202492"
133,"spotify:track:0VKkyBKCXyR99navhVRqcP","Zion & Lennox","La player (Bandolera)","WEA Latina",1,137,98,"202427"
134,"spotify:track:27qRmG3zOWPvMYUkpPdQ1g","Bryant Myers, Anuel AA","Gan-Ga - Remix","eOne Music",30,121,8,"201858"
135,"spotify:track:6fIVDVyzymH4OAlNhJ93k3","Jerry Di, Zion & Lennox, Lyanno, Noriel, Luis Alberto Ambrosio Cuque, Pablo C Fuentes, Wilmo Belisario","Verano En París - Remix","Nacho",135,153,11,"201152"
136,"spotify:track:4EKZsrsCKyqr64FBHLc0DU","KAROL G, Maluma","Créeme","UMLE - Latino",32,147,62,"201115"
137,"spotify:track:42ArfZUgGo3k5btIHp08it","Paloma Mami","Not Steady","Sony Music Latin",3,132,74,"200028"
138,"spotify:track:5BAKerbfUwW5KboNuIPMmn","joel music, Puch Flow","Mueve Lo Que Dios Te Dio","Lody Produccion",138,172,2,"199887"
139,"spotify:track:152U4ecGSiYeKm2gnFc4wA","Villa Cariño","Serenata cruel","Clandestino Records",73,101,148,"197704"
140,"spotify:track:0tJCo71s7HT9Mu5Z4juuLw","Sech, Farruko, Zion & Lennox","Solita","Rich Music/Ingrooves Records",50,148,45,"197649"
141,"spotify:track:5lFl0Aksww4t4CGiYYtpZz","Rauw Alejandro","Detective","Duars Entertainment, Corp.",116,140,21,"196940"
142,"spotify:track:5qN1G8fSHq4Sv5FRoOkNGu","Paulo Londra","Por Eso Vine","WEA Latina",18,146,33,"196737"
143,"spotify:track:0sf12qNH5qcw8qpgymFOqD","The Weeknd","Blinding Lights","Republic Records",143,-1,2,"196307"
144,"spotify:track:3dWpRjCmaHbroNahuSeX11","Guaynaa, Nicky Jam, Farruko, Becky G, Sech","Rebota - Remix","Rebota Remix",24,131,26,"196131"
145,"spotify:track:0PabDDMMzwmn9cfJsfes7W","Wisin & Yandel","Chica Bombastic","Sony Music Latin",93,155,12,"195083"
146,"spotify:track:7BuSE9uTIw931wtZYzvZcQ","Sebastian Yatra, Daddy Yankee, NATTI NATASHA, Jonas Brothers","Runaway","UMLE - Latino",15,139,29,"194795"
147,"spotify:track:2J9B63FawlTaPdg4eH5X03","Beéle","Loco","Hear This Music",106,156,13,"192665"
148,"spotify:track:4QXdarIBu7JDxVTTF4FHWE","Polimá Westcoast, Young Cister","LuisMi","Sony Music Entertainment Chile S.A",103,151,3,"192411"
149,"spotify:track:1GBLO0NFODuL31A5fgw0uR","Maluma, Ricky Martin","No Se Me Quita (feat. Ricky Martin)","Sony Music Latin",76,158,19,"191581"
150,"spotify:track:7LLXLd0pisbEAdIVK502VM","Wisin & Yandel","Reggaetón en lo Oscuro","Sony Music Latin",15,149,63,"190713"
151,"spotify:track:6qqd7DGn2VXzxsR4k3Ycun","Rauw Alejandro, Farruko","Fantasias - Unplugged","(SME US Latin) Duars Entertainment, Corp. (2)",94,135,9,"190536"
152,"spotify:track:1HfMVBKM75vxSfsQ5VefZ5","Selena Gomez","Lose You To Love Me","Interscope Records",32,189,12,"190055"
153,"spotify:track:1g2Z2lOrwayOzDqOc8EfbR","Farruko, Bad Bunny","La Cartera","Sony Music Latin",30,159,37,"189786"
154,"spotify:track:0UfVfRSmy4xMyi67LKH5zZ","Dímelo Flow, Sech, Dalex, Justin Quiles, La Exce, Feid, Zion","La Isla (with Sech & Dalex feat. Justin Quiles, La Exce, Feid, Zion)","Rich Music/Interscope Records",133,166,6,"189684"
155,"spotify:track:4cuGZb0iFyHtwaSKdKrJkF","Luis Fonsi, Ozuna","Imposible","UMLE - Latino",8,163,64,"189512"
156,"spotify:track:09nSCeCs6eYfAIJVfye1CE","TINI, Sebastian Yatra","Oye","5020 Records",36,168,13,"189374"
157,"spotify:track:4u7EnebtmKWzUH433cf5Qv","Queen","Bohemian Rhapsody - Remastered 2011","EMI",28,165,81,"188907"
158,"spotify:track:2YuxPUZng7DMxnUOnCbE3e","Marvel Boy, Casper Magico, Arcángel, Quimico Ultra Mega, Pablo Chill-E","Mcntm - Remix","2019 Flow La Movie, Inc. | Powered by GLAD Empire, LLC",96,143,5,"188781"
159,"spotify:track:1fXEkSum1vbTa3w0yvYzYW","Lunay, Lyanno, Anuel AA, Brytiago, Alex Rose","A Solas (Remix)","round2media - LaFamilia",23,160,57,"187784"
160,"spotify:track:1LIqNVhaIgxXUt2eVoIQJ3","Maluma","HP","Sony Music Latin",20,141,45,"185796"
161,"spotify:track:7DOh0tBGnyMt6C5OO7o8Yq","Cazzu, Lyanno, Rauw Alejandro, Dalex","Nada","Rimas Entertainment LLC",130,181,8,"184654"
162,"spotify:track:0qZ7oronoocHdFDKGBdgLQ","Zion & Lennox","Sistema","WEA Latina",157,171,3,"184362"
163,"spotify:track:5KbBGUpIZd6gVFUU8tqYiQ","Myke Towers, Farruko","Si Se Da","2019 Casablanca Records & One World Music | Distributed by GLAD Empire",8,157,46,"184195"
164,"spotify:track:65DBZofI0b79kfHTcWWDuU","Soda Stereo","Trátame Suavemente - Remasterizado 2007","Columbia",162,169,34,"183984"
165,"spotify:track:0LHejotBx99f8kN7UQP2o4","Harry Nach, Young Kieff","Norty","Only Perk",165,175,5,"181576"
166,"spotify:track:5UyH584f99c7qErZifyaHy","Princesa Alba","Convéncete","Altafonte bajo licencia exclusiva de Princesa Alba",40,-1,34,"181351"
167,"spotify:track:48zFZh27QU5qsrBjn4C2FA","Ozuna, Manuel Turizo","Vaina Loca","VP Records Corp/Dimelo Vi",1,164,80,"180705"
168,"spotify:track:4oPnxZzoc8HM5Pva4FDeIp","Ozuna","Te Soñé de Nuevo","Aura Music Corp.",33,161,31,"179825"
169,"spotify:track:0hVXuCcriWRGvwMV1r5Yn9","Ed Sheeran, Justin Bieber","I Don't Care (with Justin Bieber)","Atlantic Records UK",49,197,27,"179650"
