rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:3qQbCzHBycnDpGskqOWY0E","Eslabon Armado, Peso Pluma","Ella Baila Sola","DEL Records",1,2,7,"2919862"
2,"spotify:track:6pD0ufEQq0xdHSsRbg9LBK","Grupo Frontera, Bad Bunny","un x100to","Rimas Entertainment LLC.",1,1,5,"2438490"
3,"spotify:track:6XSqqQIy7Lm7SnwxS4NrGx","Feid, Young Miko","CLASSY 101","UMLE - Latino",2,3,7,"2178677"
4,"spotify:track:5DoGJMtInwrPZrzyKnuqMi","Nickoog Clk, Jere Klein","XQ TAN SOLA?","Nickoog CLK under exclusive license to UnitedMasters LLC",1,5,6,"2022583"
5,"spotify:track:2UW7JaomAMuX9pZrjVpHAU","Yng Lvcas, Peso Pluma","La Bebe - Remix","WM Mexico",5,6,8,"1878217"
6,"spotify:track:0DWdj2oZMBFSzRsi2Cvfzf","KAROL G, Shakira","TQG","Universal Music Latino",1,8,12,"1762000"
7,"spotify:track:6aiFYVWZZVVckJEfvdmiu8","Pailita, Fran C","Venga Pa' Acá","Pailita",3,4,5,"1720737"
8,"spotify:track:2l58pc9aJRjkoj5RcesCJF","El Jordan 23","BELLAKITA","Los Patos Feos Inc, distribuido por BZR Music LLC.",7,7,4,"1712725"
9,"spotify:track:2fXKhkTskJr2zi7iZJmDOq","Jairo Vera, Juanka","MADRID","WM Chile",9,13,3,"1692087"
10,"spotify:track:3tiJUOfAEqIrLFRQgGgdoY","Big One, FMK, Ke Personajes","Un Finde | CROSSOVER #2","Fifty One",9,9,6,"1686863"
11,"spotify:track:4FAKtPVycI4DxoOHC01YqD","Yandel, Feid","Yandel 150","La Leyenda LLC",1,10,21,"1540132"
12,"spotify:track:5iaGRmDzm4aPhttaOEK8OD","Jere Klein, Fran C","Donde?","Jere Klein",3,11,11,"1450264"
14,"spotify:track:6XLOKUNpCZRkWAKfEDeArF","Lucky Brown, Fran C","Toda Guapa","Virgin Music Chile",14,14,4,"1356593"
15,"spotify:track:3th0luN7pe8n10lHJDIDkg","Jere Klein","Ram","Jere Klein",15,20,11,"1230015"
16,"spotify:track:3Gs7mVfWKl567mjozgxmXv","Feid, Sean Paul","Niña Bonita","UMLE - Latino",16,24,4,"1205226"
17,"spotify:track:4NoOME4Dhf4xgxbHDT7VGe","KAROL G, Romeo Santos","X SI VOLVEMOS","Universal Music Latino",2,19,15,"1203379"
18,"spotify:track:1zsPaEkglFvxjAhrM8yhpr","Ozuna, Feid","Hey Mor","Aura Music Corp.",1,16,32,"1192992"
19,"spotify:track:447CO62bX92cmh13R0DAnk","Jere Klein","Ya No Pienso en Ti","Jere Klein",10,21,15,"1186582"
20,"spotify:track:609E1JCInJncactoMmkDon","ROSALÍA, Rauw Alejandro","BESO","Columbia Records/Duars Entertainment/Sony Music Latin",2,17,8,"1172062"
21,"spotify:track:0MoTNY46hAvSVq2CdN1xHk","FloyyMenor","pa la europa","FloyyMenor under exclusive license to UnitedMasters LLC",15,15,10,"1170225"
22,"spotify:track:6sOSd3PYqy3UnSXF5r0MvN","El Jordan 23","SHERATON","Los Patos Feos Inc, distribuido por BZR Music LLC.",2,18,12,"1147303"
23,"spotify:track:4g79mlIRCMtOvi1ZJVpq3t","ITHAN NY, Jere Klein","Millonarios Juntos","Sonido Hit",23,-1,1,"1102193"
24,"spotify:track:0zvrARWIZQD5M4WWH8mhsX","Nickoog Clk, ITHAN NY, Lucky Brown, Izahn","Glocko","Nickoog CLK under exclusive license of UnitedMasters LLC",15,22,13,"1096678"
25,"spotify:track:1VsHc0qIeyjYOyvN5HIEQG","Anuel AA, DJ Luian, Mambo Kingz","Mejor Que Yo","Hear This Music LLC, GLAD Empire LLC & Real Hasta La Muerte LLC",25,25,2,"1064095"
26,"spotify:track:54JDCisyVD6GxD21XR1xg7","Jere Klein, Balbi El Chamako, El BAI","Ibiza","Jere Klein",21,23,4,"1054728"
27,"spotify:track:4k7CNPArKLf4QuvGfMeHDk","Chencho Corleone","Un Cigarrillo","Cerco LLC",27,91,2,"984058"
28,"spotify:track:6YNzvCsLwAJ4xZjdK9qk3r","Jairo Vera, Nickoog Clk, Gino Mella, Balbi El Chamako, Bayron Fire, Bayriton, Tommy Boysen, Gringuitos Records, El Rey","Te Extraño a Lo Vio (feat. Balbi El Chamako, Bayron Fire, Bayriton, Tommy Boysen, Gringuitos Records, El Rey) - Remix","WM Chile",7,26,14,"981164"
29,"spotify:track:6P3e7ieiYq8ZITkkmW2Uim","Gino Mella, Best","Viviendo El Proceso <3","WM Chile",8,28,7,"935308"
