Mes - año,#,Artista,Canción,Clasificación máxima,Semanas en top,Reproducciones
2024 FEBRERO,78,"Jere Klein, El BAI, Mateo on the Beatz",FINA,14,12,406592
2024 FEBRERO,79,"Ovi, El Jordan 23, Julianno Sosa",Sola Se Pegó,64,2,394198
2024 FEBRERO,80,"Julianno Sosa, Guelo Star",TRANQUILA,12,25,391249
2024 FEBRERO,81,KAROL G,PROVENZA,8,96,390381
2024 FEBRERO,82,Xavi,La Víctima,63,8,390300
2024 FEBRERO,83,YG Marley,Praise Jah In The Moonlight,76,3,390183
2024 FEBRERO,84,"El Joan, Celso El Potente",Le Gustan Lo' Flaites,59,12,387523
2024 FEBRERO,85,Jere Klein,Ram,15,48,385944
2024 FEBRERO,86,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",58,15,384005
2024 FEBRERO,87,"Kali Uchis, Peso Pluma",Igual Que Un Ángel (with Peso Pluma),39,6,378876
2024 FEBRERO,88,"Bad Bunny, Chencho Corleone",Me Porto Bonito,1,94,377644
2024 FEBRERO,89,Feid,Feliz Cumpleaños Ferxxo,7,79,377021
2024 FEBRERO,90,Miley Cyrus,Flowers,5,44,376128
2024 FEBRERO,91,"Kidd Voodoo, Resonancia Etérea",Confortas Pero Dañas,91,10,368891
2024 FEBRERO,92,"Wolfine, Ñejo",Escápate Conmigo - Remix,14,43,368582
2024 FEBRERO,93,"Emilia, TINI",La_Original.mp3,62,16,368456
2024 FEBRERO,94,"Giuliano Yankees, Tunechikidd, Valdi",Modélame,62,3,365344
2024 FEBRERO,95,Soda Stereo,Trátame Suavemente - Remasterizado 2007,95,112,365269
2024 FEBRERO,96,"Luck Ra, KHEA",HOLA PERDIDA,96,2,365092
2024 FEBRERO,97,"KAROL G, Romeo Santos",X SI VOLVEMOS,2,55,361651
2024 FEBRERO,98,Don Omar,Dile,72,170,355923
2024 FEBRERO,99,"NEMJ, Martinwhite",ESA NENA REMIX,99,2,348060
2024 FEBRERO,100,"Ozuna, Anuel AA, Chris Jedi",Pa Ti Estoy,71,12,347347
2024 MARZO,1,"FloyyMenor, Cris Mj",Gata Only,1,7,4787144
2024 MARZO,2,Cris Mj,Daytona,2,19,2655118
2024 MARZO,3,"Kidd Voodoo, Pablo Chill-E, Swift 047",Ese Guille,3,10,2067722
2024 MARZO,4,"Jere Klein, Nickoog Clk, Lucky Brown, El BAI",PRINCESITA DE ...,1,16,2056338
2024 MARZO,5,"Kidd Voodoo, DrefQuila, Swift 047",Enrolar,5,3,1933620
2024 MARZO,6,"Lucky Brown, Big Cvyu",Coa Xorete,6,1,1865122
2024 MARZO,7,"Feid, ATL Jacob",LUNA,3,16,1673013
2024 MARZO,8,"Kidd Voodoo, Daiko 02",Minnie <3,5,16,1603380
2024 MARZO,9,"Jere Klein, Cris Mj",LOCA FARANDULERA,5,16,1543902
2024 MARZO,10,Myke Towers,LA FALDA,5,17,1512828
2024 MARZO,11,Standly,Vida Peligrosa,9,7,1511949
2024 MARZO,12,"Lucky Brown, Jere Klein, Mateo on the Beatz",¿Cuál Es Su Nombre?,2,27,1373168
2024 MARZO,13,Jere Klein,NO HAY 14F,12,5,1352348
2024 MARZO,14,"Jere Klein, Gittobeatz",ANDO,1,26,1333893
2024 MARZO,15,"Kidd Voodoo, LACUEVA",Recuérdame </3,10,5,1318906
2024 MARZO,16,Pailita,Bendito (Soundtrack Baby Bandito: La Serie),9,7,1301966
2024 MARZO,17,"Lucky Brown, Nickoog Clk, Mateo on the Beatz",Ay Parcera,8,16,1209215
2024 MARZO,18,"Kidd Voodoo, Young Cister",Fashion Girl - Remix,18,31,1168744
2024 MARZO,19,"Katteyes, Kidd Voodoo",Tas Texteandome,5,23,1142571
2024 MARZO,20,Cris Mj,No Ando Weando,2,19,1140500
2024 MARZO,21,Cris Mj,Partyson,12,20,1127804
2024 MARZO,22,"Gino Mella, Jairo Vera, Yandel, Lenny Tavárez, Best",El Amor de tu Vida (feat. Lenny Tavárez & Best) - Remix,2,6,1090768
2024 MARZO,23,"Tiago PZK, Ke Personajes",Piel,23,7,1058875
2024 MARZO,24,"Sayian Jimmy, Nysix Music, CamiMusic",Bad Boy,5,22,1039820
2024 MARZO,25,"Mesita, Nicki Nicole, Tiago PZK, Emilia",Una Foto Remix (feat. Emilia),13,11,1039543
2024 MARZO,26,Milo j,M.A.I,26,16,1036124
2024 MARZO,27,"Jere Klein, Nicki Nicole",X ESO BB,1,32,1029277
2024 MARZO,28,"Cris Mj, Dei V",Diabólica,28,19,998056
2024 MARZO,29,"Jere Klein, Mateo on the Beatz, EL MURCIELAGO",KE MAL,7,16,968822
2024 MARZO,30,Xavi,La Diabla,10,13,965251
2024 MARZO,31,"Trueno, Nicki Nicole, Bizarrap, Taiu, TATOOL",Mamichula - con Nicki Nicole,11,43,933633
2024 MARZO,32,"Bad Bunny, Feid",PERRO NEGRO,2,23,911481
2024 MARZO,33,"YSY A, Jere Klein, ONIRIA",24/7 6.5,11,19,900787
2024 MARZO,34,"KAROL G, Peso Pluma",QLONA,2,32,893213
2024 MARZO,35,Cris Mj,La Noche Está,9,27,881642
2024 MARZO,36,"Kidd Voodoo, Swift 047",Grabándote:),36,3,868163
2024 MARZO,37,"Maluma, Carin Leon",Según Quién,22,28,840392
2024 MARZO,38,"Cris Mj, Yan Block",333,11,25,802644
2024 MARZO,39,"Nickoog Clk, Jere Klein",XQ TAN SOLA?,1,50,776936
2024 MARZO,40,"Lucky Brown, Adan La Amenaza",Privado,23,27,748047
2024 MARZO,41,"Gaby Music, Lunay, Luar La L",No Te Quieren Conmigo,19,14,747336
2024 MARZO,42,FloyyMenor,pa la europa,15,54,735269
2024 MARZO,43,"El Jordan 23, Los Patos Feos Inc, Nes",Cabaña,3,39,725201
2024 MARZO,44,Ariana Grande,we can't be friends (wait for your love),44,2,716651
2024 MARZO,45,"Big One, FMK, Ke Personajes",Un Finde | CROSSOVER #2,2,50,715945
2024 MARZO,46,Manuel Turizo,La Bachata,1,91,715341
2024 MARZO,47,KAROL G,AMARGURA,10,56,700691
2024 MARZO,48,"Kidd Voodoo, Swift 047",Guaya Guaya...,39,3,697811
2024 MARZO,49,"Pressure 9X19, Anuel AA, YOVNGCHIMI, CDobleta, Luar La L",VVS Switch (feat. Luar La L & CDobleta) - Remix,49,1,668515
2024 MARZO,50,"KAROL G, Tiësto",CONTIGO (with Tiësto),28,5,665205
2024 MARZO,51,Plan B,Es un Secreto,41,107,593360
2024 MARZO,52,Baby J & Young Weapon,Confundido,52,1,591831
2024 MARZO,53,KAROL G,MI EX TENÍA RAZÓN,6,32,582583
2024 MARZO,54,Benson Boone,Beautiful Things,54,5,563655
2024 MARZO,55,"Pablo Chill-E, Pailita",Cora Roto,5,33,561584
2024 MARZO,56,"Renn, Yexel",Maquillaje,56,2,559644
2024 MARZO,57,"Peso Pluma, Anitta",BELLAKEO,22,14,556607
2024 MARZO,58,"eleven1.1, DrefQuila, Kidd Voodoo, Harry Nach, SOULFIA",Escarlata - Remix,58,4,555471
2024 MARZO,59,"Anuel AA, Quevedo, Maluma, Mambo Kingz, DJ Luian",OA,26,23,542385
2024 MARZO,60,Rauw Alejandro,DILUVIO,11,23,536127
2024 MARZO,61,"Lenny Tavárez, Feid",EMPELOTICA,55,4,533385
2024 MARZO,62,"FloyyMenor, Lucky Brown",ME GUSTA,62,3,532721
2024 MARZO,63,"Kidd Voodoo, Easykid",Mal Mal Mal,60,24,523894
2024 MARZO,64,"Gino Mella, Jairo Vera",DE LA PXTA,28,14,519090
2024 MARZO,65,"NEMJ, Martinwhite",ESA NENA REMIX,65,6,518546
2024 MARZO,66,"Kidd Voodoo, Nickzzy, Dysbit",Prendía,45,3,514665
2024 MARZO,67,"Feid, Young Miko",CLASSY 101,2,51,493187
2024 MARZO,68,"Grupo Frontera, Ke Personajes",OJITOS ROJOS,13,35,484230
2024 MARZO,69,Los Bunkers,Llueve Sobre La Ciudad,53,24,474816
2024 MARZO,70,"Blessd, Feid",SI SABE FERXXO,53,8,471078
2024 MARZO,71,Quevedo,Columbia,2,37,470404
2024 MARZO,72,"Jere Klein, Mateo on the Beatz",UNA EN UN MILLÓN,1,44,463617
2024 MARZO,73,Los Bunkers,Nada Nuevo Bajo El Sol,42,12,462429
2024 MARZO,74,"Kidd Voodoo, LACUEVA",Ángeles,43,3,460342
2024 MARZO,75,Los Bunkers,Bailando Solo,47,10,455220
2024 MARZO,76,"KAROL G, Cris Mj, Ryan Castro",UNA NOCHE EN MEDELLÍN - REMIX,4,32,449748
2024 MARZO,77,Myke Towers,LALA,1,45,441024
2024 MARZO,78,"Kidd Voodoo, Alex Rose, Swift 047",Diablita,54,3,439580
2024 MARZO,79,"KAROL G, Shakira",TQG,1,56,431311
2024 MARZO,80,Los Bunkers,Ven Aquí,57,7,430520
2024 MARZO,81,"Jairo Vera, Gino Mella, King Savagge, Chiko Alfa, Bayriton, Malito Malozo, Paolo Pimp","JARABE (feat. Chiko Alfa, Bayriton, Malito Malozo & Paolo Pimp)",11,28,429577
2024 MARZO,82,Feid,Feliz Cumpleaños Ferxxo,7,83,429379
2024 MARZO,83,"Giuliano Yankees, Gio Valentinno, Valdi",Salgo En El Meche,70,7,429159
2024 MARZO,84,"Tony Dize, Plan B",Solos (feat. Plan B),50,51,423805
2024 MARZO,85,Djo,End of Beginning,85,2,420646
2024 MARZO,86,"Bizarrap, Young Miko","Young Miko: Bzrp Music Sessions, Vol. 58",10,10,418875
2024 MARZO,87,"Milo j, Taiu",Rara Vez,18,57,418383
2024 MARZO,88,"Gino Mella, Jairo Vera, Best",EL AMOR DE TU VIDA,1,40,416066
2024 MARZO,89,"Giuliano Yankees, Cris Mj, Valdi",Me Pide Más,54,7,415995
2024 MARZO,90,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",58,19,414097
2024 MARZO,91,"Julianno Sosa, Guelo Star",TRANQUILA,12,29,412915
2024 MARZO,92,"Kidd Voodoo, Resonancia Etérea",Confortas Pero Dañas,91,14,411575
2024 MARZO,93,"Lucky Brown, Fran C",Toda Guapa,14,48,409488
2024 MARZO,94,Jimin,Like Crazy,26,48,403824
2024 MARZO,95,"Kidd Voodoo, Swift 047","La Fory, Heavy",56,3,398710
2024 MARZO,96,"Mora, Feid",LA INOCENTE,28,103,390249
2024 MARZO,97,Carin Leon,Primera Cita,41,36,389815
2024 MARZO,98,"Kidd Voodoo, Ak4:20, Swift 047",Linda,48,3,386214
2024 MARZO,99,"KAROL G, Romeo Santos",X SI VOLVEMOS,2,59,385869
2024 MARZO,100,"Lamelodiadelhampa, Renaglock, YoungGlizzy",Peñalolen Cuna de Ladrones,100,3,385730
2024 ABRIL,1,"FloyyMenor, Cris Mj",Gata Only,1,12,4141246
2024 ABRIL,2,"Pablo Chill-E, Bryartz",Gitana (feat. Bryartz),2,4,3768856
2024 ABRIL,3,"Kidd Voodoo, DrefQuila, Young Cister, Easykid, Swift 047, LOS 4F",Enrolar - Fantastic Four Remix,2,2,3343478
2024 ABRIL,4,"Pablo Chill-E, Ñengo Flow, Jere Klein",Bastardo (feat. Ñengo Flow & Jere Klein),3,4,3074868
2024 ABRIL,5,Cris Mj,Que Hay Amor,4,3,2254722
2024 ABRIL,6,Cris Mj,Daytona,2,24,2141641
2024 ABRIL,7,"Lucky Brown, Big Cvyu",Coa Xorete,2,6,2084469
2024 ABRIL,8,"Kidd Voodoo, Pablo Chill-E, Swift 047",Ese Guille,3,15,1873203
2024 ABRIL,9,"ITHAN NY, Ak4:20",MA DIAMANTE,6,5,1662931
2024 ABRIL,10,"Kidd Voodoo, DrefQuila, Swift 047",Enrolar,3,8,1556805
2024 ABRIL,11,"Kidd Voodoo, Daiko 02",Minnie <3,5,21,1506313
2024 ABRIL,12,"Cris Mj, Dei V",Diabólica,11,24,1424718
2024 ABRIL,13,"Tiago PZK, Ke Personajes",Piel,11,12,1419619
2024 ABRIL,14,"Jere Klein, Nickoog Clk, Lucky Brown, El BAI",PRINCESITA DE ...,1,21,1386981
2024 ABRIL,15,"eleven1.1, DrefQuila, Kidd Voodoo, Harry Nach, SOULFIA",Escarlata - Remix,15,9,1272505
2024 ABRIL,16,"Feid, ATL Jacob",LUNA,3,21,1255996
2024 ABRIL,17,"Bhavi, Seven Kayne, Milo j, Tiago PZK, KHEA, Neo Pistea","BESAME (feat. Tiago PZK, Khea & Neo Pistea) - Remix",17,2,1244345
2024 ABRIL,18,KAROL G,AMARGURA,10,61,1231760
2024 ABRIL,19,"iZaak, JHAYCO, Anuel AA",BBY BOO - REMIX,19,4,1218568
2024 ABRIL,20,"KAROL G, Peso Pluma",QLONA,2,37,1172667
2024 ABRIL,21,"Kidd Voodoo, Young Cister",Fashion Girl - Remix,17,36,1125362
2024 ABRIL,22,"Jere Klein, Cris Mj",LOCA FARANDULERA,5,21,1125328
2024 ABRIL,23,"Kidd Voodoo, Swift 047",Grabándote:),17,8,1075648
2024 ABRIL,24,Myke Towers,LA FALDA,5,22,1054057
2024 ABRIL,25,"Rvssian, Rauw Alejandro, Ayra Starr",Santa,25,2,1046283
2024 ABRIL,26,Jere Klein,NO HAY 14F,12,10,1005811
2024 ABRIL,27,"Young Miko, Feid",offline,27,3,1004721
2024 ABRIL,28,"Jere Klein, Gittobeatz",ANDO,1,31,992968
2024 ABRIL,29,"Katteyes, Kidd Voodoo",Tas Texteandome,5,28,992375
2024 ABRIL,30,"Lucky Brown, Jere Klein, Mateo on the Beatz",¿Cuál Es Su Nombre?,2,32,988755
2024 ABRIL,31,"Kidd Voodoo, LACUEVA",Recuérdame </3,10,10,988233
2024 ABRIL,32,Cris Mj,Partyson,12,25,956113
2024 ABRIL,33,KAROL G,MI EX TENÍA RAZÓN,6,37,928624
2024 ABRIL,34,"Jere Klein, Mateo on the Beatz, EL MURCIELAGO",KE MAL,7,21,909566
2024 ABRIL,35,Standly,Vida Peligrosa,9,12,907792
2024 ABRIL,36,"Engel Montaz, Kuv507, Latinnites Music",Cupido,23,6,862225
2024 ABRIL,37,Pablo Chill-E,Resentia,35,4,846005
2024 ABRIL,38,Milo j,M.A.I,24,21,819825
2024 ABRIL,39,"FloyyMenor, Lucky Brown",ME GUSTA,35,8,815895
2024 ABRIL,40,"Sayian Jimmy, Nysix Music, CamiMusic",Bad Boy,5,27,815257
2024 ABRIL,41,"Jere Klein, Nicki Nicole",X ESO BB,1,37,805006
2024 ABRIL,42,"KAROL G, Shakira",TQG,1,61,802413
2024 ABRIL,43,"KAROL G, Tiësto",CONTIGO (with Tiësto),28,10,783589
2024 ABRIL,44,"Pablo Chill-E, Pailita",Cora Roto (feat. Pailita),5,38,727068
2024 ABRIL,45,Cris Mj,La Noche Está,9,32,714316
2024 ABRIL,46,KAROL G,MIENTRAS ME CURO DEL CORA,7,61,705745
2024 ABRIL,47,FloyyMenor,pa la europa,15,59,703022
2024 ABRIL,48,"Mesita, Nicki Nicole, Tiago PZK, Emilia",Una Foto Remix (feat. Emilia),13,16,698171
2024 ABRIL,49,Artemas,i like the way you kiss me,47,4,693661
2024 ABRIL,50,"Taylor Swift, Post Malone",Fortnight (feat. Post Malone),50,1,685510
2024 ABRIL,51,"YSY A, Jere Klein, ONIRIA",24/7 6.5,11,24,682788
2024 ABRIL,52,"KAROL G, Romeo Santos",X SI VOLVEMOS,2,64,682510
2024 ABRIL,53,"Bad Bunny, Feid",PERRO NEGRO,2,28,681938
2024 ABRIL,54,KAROL G,OKI DOKI,34,37,675043
2024 ABRIL,55,"Lucky Brown, Nickoog Clk, Mateo on the Beatz",Ay Parcera,8,21,674804
2024 ABRIL,56,"Nickoog Clk, Jere Klein",XQ TAN SOLA?,1,55,655001
2024 ABRIL,57,"Maluma, Carin Leon",Según Quién,22,33,633728
2024 ABRIL,58,"KAROL G, Cris Mj, Ryan Castro",UNA NOCHE EN MEDELLÍN - REMIX,4,37,621110
2024 ABRIL,59,"Renn, Yexel",Maquillaje,31,7,619287
2024 ABRIL,60,Cris Mj,No Ando Weando,2,24,616452
2024 ABRIL,61,Manuel Turizo,La Bachata,1,96,614608
2024 ABRIL,62,"Sevdaliza, Villano Antillano, Tokischa","Ride Or Die, Pt. 2 (with Villano Antillano & Tokischa)",62,1,604718
2024 ABRIL,63,"Ak4:20, J Alvarez",2012,63,1,582731
2024 ABRIL,64,Pailita,Bendito (Soundtrack Baby Bandito: La Serie),9,12,579858
2024 ABRIL,65,Plan B,Es un Secreto,41,112,549323
2024 ABRIL,66,"Big One, FMK, Ke Personajes",Un Finde | CROSSOVER #2,2,55,543740
2024 ABRIL,67,KAROL G,PROVENZA,8,105,538620
2024 ABRIL,68,"Ceaese, Utopiko, DrefQuila, THAT",Damelo (feat. DrefQuila y THAT),32,77,526231
2024 ABRIL,69,"Tobal Mj, Cris Mj, Kail BRL",Que Brille Sola Mami,69,2,509360
2024 ABRIL,70,"El Jordan 23, Los Patos Feos Inc, Nes",Cabaña,3,44,503379
2024 ABRIL,71,"Cris Mj, Yan Block",333,11,30,500974
2024 ABRIL,72,"KAROL G, Ovy On The Drums",CAIRO,11,63,488886
2024 ABRIL,73,"The Academy: Segunda Misión, Sech, Justin Quiles, Lenny Tavárez, Dalex, Dímelo Flow, Myke Towers",LA RANGER (feat. Myke Towers),53,4,488722
2024 ABRIL,74,KAROL G,EL BARCO,64,20,480135
2024 ABRIL,75,Xavi,La Diabla,10,18,475598
2024 ABRIL,76,"Gino Mella, Jairo Vera, Yandel, Lenny Tavárez, Best",El Amor de tu Vida (feat. Lenny Tavárez & Best) - Remix,2,11,466684
2024 ABRIL,77,"Becky G, KAROL G",MAMIII,2,110,452665
2024 ABRIL,78,"Kidd Voodoo, Swift 047",Guaya Guaya...,39,8,451809
2024 ABRIL,79,"Lucky Brown, Adan La Amenaza",Privado,23,32,450278
2024 ABRIL,80,Benson Boone,Beautiful Things,54,10,441735
2024 ABRIL,81,"Anuel AA, Quevedo, Maluma, Mambo Kingz, DJ Luian",OA,26,28,441516
2024 ABRIL,82,ilyLain,Luxuria,76,10,433089
2024 ABRIL,83,Taylor Swift,"So Long, London",83,1,428209
2024 ABRIL,84,"Tony Dize, Plan B",Solos (feat. Plan B),50,56,424147
2024 ABRIL,85,"Gaby Music, Lunay, Luar La L",No Te Quieren Conmigo,19,19,420656
2024 ABRIL,86,KAROL G,A Ella,86,30,415706
2024 ABRIL,87,"Julianno Sosa, Pailita",CARRO RE-KL (with Pailita),87,1,413075
2024 ABRIL,88,"Brytiago, Anuel AA",Kilerito,88,1,408634
2024 ABRIL,89,Los Bunkers,Llueve Sobre La Ciudad,53,29,404416
2024 ABRIL,90,"Jere Klein, Mateo on the Beatz",UNA EN UN MILLÓN,1,49,403984
2024 ABRIL,91,Hades66,Emociones,91,5,402279
2024 ABRIL,92,"Pablo Antonio, Lamelodiadelhampa",Hello Baby,74,3,400931
2024 ABRIL,93,Taylor Swift,I Can Do It With a Broken Heart,93,1,398858
2024 ABRIL,94,Djo,End of Beginning,68,7,397666
2024 ABRIL,95,Taylor Swift,My Boy Only Breaks His Favorite Toys,95,1,397491
2024 ABRIL,96,Los Bunkers,Bailando Solo,47,15,389518
2024 ABRIL,97,Taylor Swift,Down Bad,97,1,388022
2024 ABRIL,98,"KAROL G, Maldy",GATÚBELA,16,53,385870
2024 ABRIL,99,"Feid, Young Miko",CLASSY 101,2,56,384426
2024 ABRIL,100,"Lenny Tavárez, Feid",EMPELOTICA,55,9,383048
2024 MAYO,1,"Pablo Chill-E, Bryartz",Gitana (feat. Bryartz),1,8,2705405
2024 MAYO,2,"FloyyMenor, Cris Mj",Gata Only,1,16,2506018
2024 MAYO,3,"Kidd Voodoo, DrefQuila, Young Cister, Easykid, Swift 047, LOS 4F",Enrolar - Fantastic Four Remix,2,6,1990729
2024 MAYO,4,"Pablo Chill-E, Ñengo Flow, Jere Klein",Bastardo (feat. Ñengo Flow & Jere Klein),3,8,1714376
2024 MAYO,5,"Lucky Brown, Big Cvyu",Coa Xorete,2,10,1677441
2024 MAYO,6,"Lucky Brown, Nes",Avísame,6,3,1635473
2024 MAYO,7,"Rvssian, Rauw Alejandro, Ayra Starr",Santa,7,6,1569351
2024 MAYO,8,Cris Mj,Daytona,2,28,1556989
2024 MAYO,9,Cris Mj,Que Hay Amor,4,7,1537845
2024 MAYO,10,"FloyyMenor, Lewis Somes",APAGA EL CEL,10,1,1443208
2024 MAYO,11,"eleven1.1, DrefQuila, Kidd Voodoo, Harry Nach, SOULFIA",Escarlata - Remix,11,13,1275640
2024 MAYO,12,"Kidd Voodoo, Pablo Chill-E, Swift 047",Ese Guille,3,19,1259108
2024 MAYO,13,"Cris Mj, Dei V",Diabólica,10,28,1117731
2024 MAYO,14,"Kidd Voodoo, Daiko 02",Minnie <3,5,25,1057181
2024 MAYO,15,"iZaak, JHAYCO, Anuel AA",BBY BOO - REMIX,15,8,1036520
2024 MAYO,16,"Feid, ATL Jacob",LUNA,3,25,1032312
2024 MAYO,17,"Ak4:20, J Alvarez",2012,14,5,1008924
2024 MAYO,18,"ITHAN NY, Ak4:20",MA DIAMANTE,6,9,972113
2024 MAYO,19,"Jere Klein, Nickoog Clk, Lucky Brown, El BAI",PRINCESITA DE ...,1,25,939514
2024 MAYO,20,"Tiago PZK, Ke Personajes",Piel,11,16,913306
2024 MAYO,21,"Myke Towers, Bad Bunny",ADIVINO,9,4,887060
2024 MAYO,22,"Kidd Voodoo, Dysbit",#¡REF!,17,3,880245
2024 MAYO,23,"Kidd Voodoo, Swift 047",Grabándote:),17,12,855799
2024 MAYO,24,"Kidd Voodoo, DrefQuila, Swift 047",Enrolar,3,12,848195
2024 MAYO,25,"Jere Klein, Cris Mj",LOCA FARANDULERA,5,25,832080
2024 MAYO,26,Cris Mj,QUICKIE,26,2,771358
2024 MAYO,27,"Kidd Voodoo, Young Cister",Fashion Girl - Remix,17,40,768200
2024 MAYO,28,Cris Mj,Partyson,12,29,767815
2024 MAYO,29,"Kidd Voodoo, LACUEVA",Recuérdame </3,10,14,763822
2024 MAYO,30,"Lucky Brown, Jere Klein, Mateo on the Beatz",¿Cuál Es Su Nombre?,2,36,753938
2024 MAYO,31,"DrefQuila, Kidd Voodoo, Easykid, Ovyze",La Receta,31,1,745995
2024 MAYO,32,"Katteyes, Kidd Voodoo",Tas Texteandome,5,32,729058
2024 MAYO,33,"Jere Klein, Gittobeatz",ANDO,1,35,701990
2024 MAYO,34,"FloyyMenor, Lucky Brown",ME GUSTA,31,12,691058
2024 MAYO,35,"Young Miko, Feid",offline,26,7,682897
2024 MAYO,36,KAROL G,AMARGURA,10,65,649346
2024 MAYO,37,"Sayian Jimmy, Nysix Music, CamiMusic",Bad Boy,5,31,647371
2024 MAYO,38,"KAROL G, Peso Pluma",QLONA,2,41,644308
2024 MAYO,39,Plan B,Es un Secreto,39,116,642673
2024 MAYO,40,Myke Towers,LA FALDA,5,26,610460
2024 MAYO,41,Standly,Vida Peligrosa,9,16,604556
2024 MAYO,42,"Jere Klein, Nicki Nicole",X ESO BB,1,41,601372
2024 MAYO,43,Manuel Turizo,La Bachata,1,100,588201
2024 MAYO,44,"Jere Klein, Mateo on the Beatz, EL MURCIELAGO",KE MAL,7,25,586404
2024 MAYO,45,"Renn, Yexel",Maquillaje,31,11,582916
2024 MAYO,46,Jere Klein,NO HAY 14F,12,14,581907
2024 MAYO,47,Pablo Chill-E,Resentia,35,8,575023
2024 MAYO,48,Cris Mj,La Noche Está,9,36,566215
2024 MAYO,49,Milo j,M.A.I,24,25,558344
2024 MAYO,50,"Bad Bunny, Feid",PERRO NEGRO,2,32,554465
2024 MAYO,51,"Bhavi, Seven Kayne, Milo j, Tiago PZK, KHEA, Neo Pistea","BESAME (feat. Tiago PZK, Khea & Neo Pistea) - Remix",17,6,527238
2024 MAYO,52,"DrefQuila, Fuka, Red Fingers",Un Call,52,1,487878
2024 MAYO,53,"Morad, Beny Jr, Rvfv",Lo Que Tiene,53,10,485413
2024 MAYO,54,Sabrina Carpenter,Espresso,54,5,482866
2024 MAYO,55,KAROL G,MI EX TENÍA RAZÓN,6,41,480656
2024 MAYO,56,"Julianno Sosa, Jairo Vera",PASAJES PÁ ORLANDO (with Jairo Vera),56,1,471715
2024 MAYO,57,Billie Eilish,CHIHIRO,57,1,470486
2024 MAYO,58,"Sevdaliza, Villano Antillano, Tokischa","Ride Or Die, Pt. 2 (with Villano Antillano & Tokischa)",43,5,464287
2024 MAYO,59,"YSY A, Jere Klein, ONIRIA",24/7 6.5,11,28,462518
2024 MAYO,60,"Pablo Chill-E, Pailita",Cora Roto (feat. Pailita),5,42,461932
2024 MAYO,61,"Lucky Brown, Nickoog Clk, Mateo on the Beatz",Ay Parcera,8,25,461745
2024 MAYO,62,Cris Mj,No Ando Weando,2,28,452258
2024 MAYO,63,Billie Eilish,LUNCH,63,1,447784
2024 MAYO,64,"Nickoog Clk, Jere Klein",XQ TAN SOLA?,1,59,446831
2024 MAYO,65,"Gino Mella, Dani Flow, LIT killah, Juhn, Jairo Vera, Sayian Jimmy, Nysix Music, CamiMusic, Montana the Producer","BAD BOY (feat. Juhn, Jairo Vera, Sayian Jimmy, Nysix Music, CamiMusic & Montana the Producer) - Remix",65,1,444844
2024 MAYO,66,"Julianno Sosa, Young Cister",FINGIAS (with Young Cister),66,1,422409
2024 MAYO,67,"Julianno Sosa, Kidd Voodoo, Distobal",PAL LIO (with Kidd Voodoo & Distobal),67,1,421034
2024 MAYO,68,"DrefQuila, YSY A, Ovyze",2000's,68,1,418290
2024 MAYO,69,"Tony Dize, Plan B",Solos (feat. Plan B),50,60,413819
2024 MAYO,70,"Maluma, Carin Leon",Según Quién,22,37,409781
2024 MAYO,71,"Big One, FMK, Ke Personajes",Un Finde | CROSSOVER #2,2,59,406509
2024 MAYO,72,"Alvaro Diaz, Feid",GATITAS SANDUNGUERAS - VOL.1,72,1,403187
2024 MAYO,73,FloyyMenor,pa la europa,15,63,395604
2024 MAYO,74,Rauw Alejandro,DILUVIO,11,32,387241
2024 MAYO,75,Los Bunkers,Llueve Sobre La Ciudad,53,33,385287
2024 MAYO,76,"Tobal Mj, Cris Mj, Kail BRL",Que Brille Sola Mami,69,6,383820
2024 MAYO,77,"Cris Mj, Yan Block",333,11,34,378191
2024 MAYO,78,Artemas,i like the way you kiss me,47,8,370029
2024 MAYO,79,"Anuel AA, Quevedo, Maluma, Mambo Kingz, DJ Luian",OA,26,32,364421
2024 MAYO,80,"El Jordan 23, Los Patos Feos Inc, Nes",Cabaña,3,48,363646
2024 MAYO,81,"Feid, Yandel",Brickell,81,4,360210
2024 MAYO,82,"KAROL G, Shakira",TQG,1,65,358265
2024 MAYO,83,Billie Eilish,BIRDS OF A FEATHER,83,1,358202
2024 MAYO,84,Carin Leon,Primera Cita,41,45,357168
2024 MAYO,85,Benson Boone,Beautiful Things,54,14,356456
2024 MAYO,86,"Feid, Young Miko",CLASSY 101,2,60,355962
2024 MAYO,87,"Kidd Voodoo, Resonancia Etérea",Confortas Pero Dañas,87,23,355438
2024 MAYO,88,Pailita,Bendito (Soundtrack Baby Bandito: La Serie),9,16,354263
2024 MAYO,89,"Mesita, Nicki Nicole, Tiago PZK, Emilia",Una Foto Remix (feat. Emilia),13,20,352318
2024 MAYO,90,"Julianno Sosa, Morad",MY HOOD (with Morad),90,1,349453
2024 MAYO,91,Chayanne,Bailando Bachata,70,26,342123
2024 MAYO,92,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",58,28,341689
2024 MAYO,93,"Anuel AA, Haze",Amanece,2,158,340444
2024 MAYO,94,ilyLain,Luxuria,76,14,337226
2024 MAYO,95,"Gaby Music, Lunay, Luar La L",No Te Quieren Conmigo,19,23,334021
