Artist Name,Country,Current City,CM Artist Rank,Primary Genre Name,Primary Genre Rank,Secondary Genre Ranks,Engagement Rank,Fan Base Rank,Country Rank Name,Country Rank,Spotify Followers,Spotify Followers Rank,Spotify Monthly Listeners,Spotify Monthly Listeners Rank,Spotify Popularity,Spotify Popularity Rank,Spotify Playlist Total Reach,Spotify Playlist Reach to Followers Ratio,Spotify Listener Follower Ratio,Spotify Fan Conversion Rate,Deezer Fans,Deezer Fans Rank,Instagram Followers,Instagram Followers Rank,YouTube Views,YouTube Views Rank,YouTube Subscribers,YouTube Subscribers Rank,YouTube Daily Video Views,YouTube Daily Video Views Rank,YouTube Monthly Video Views,YouTube Monthly Video Views Rank,TikTok Followers,TikTok Followers Rank,TikTok Likes,TikTok Likes Rank,Twitch Followers,Twitch Followers Rank,Pandora Streams,Pandora Streams Rank,Pandora Monthly Listeners,Pandora Monthly Listeners Rank,Pandora Artist Stations,Pandora Artist Stations Rank,Line Music Artist Likes,Line Music Artist Likes Rank,Line Music Likes,Line Music Likes Rank,Line Music Video Views,Line Music Video Views Rank,Line Music Plays,Line Music Plays Rank,Melon Fans,Melon Fans Rank,Melon Likes,Melon Likes Rank,Melon Video Likes,Melon Video Likes Rank,Melon Video Views,Melon Video Views Rank
Princesa Alba,,null,16136,Latin,629,"Latin Pop: 420, Latin Hip-Hop/Rap: 294, Latin Dance: 88, hip-hop/rap: 1499, dance: 1254, latin: 969, reggaeton: 306, chilean hip-hop: 10, dembow: 199, perreo: 188, latin hip-hop: 27, north american: 1432, united states: 1354, north american hip-hop/rap: 524, north american dance: 226, us hip-hop/rap: 506, us dance: 206",4901,3132,United States,1354,1143367,,4734522,2538,63,4014,46401666,40.58335250186511,4.140859409096117,0.24149576240220239,47964,7199,4341610,1963,729781725,3104,2100000,2602,416991,2382,12322018,2375,811500,4600,5600000,6958,null,null,25757436,8856,69117,6822,62221,9650,null,null,null,null,null,null,null,null,111,6090,446,5216,null,null,null,null
