Artist Name,Country,Current City,CM Artist Rank,Primary Genre Name,Primary Genre Rank,Secondary Genre Ranks,Engagement Rank,Fan Base Rank,Country Rank Name,Country Rank,Spotify Followers,Spotify Followers Rank,Spotify Monthly Listeners,Spotify Monthly Listeners Rank,Spotify Popularity,Spotify Popularity Rank,Spotify Playlist Total Reach,Spotify Playlist Reach to Followers Ratio,Spotify Listener Follower Ratio,Spotify Fan Conversion Rate,Deezer Fans,Deezer Fans Rank,Instagram Followers,Instagram Followers Rank,YouTube Views,YouTube Views Rank,YouTube Subscribers,YouTube Subscribers Rank,YouTube Daily Video Views,YouTube Daily Video Views Rank,YouTube Monthly Video Views,YouTube Monthly Video Views Rank,TikTok Followers,TikTok Followers Rank,TikTok Likes,TikTok Likes Rank,Twitch Followers,Twitch Followers Rank,Pandora Streams,Pandora Streams Rank,Pandora Monthly Listeners,Pandora Monthly Listeners Rank,Pandora Artist Stations,Pandora Artist Stations Rank,Line Music Artist Likes,Line Music Artist Likes Rank,Line Music Likes,Line Music Likes Rank,Line Music Video Views,Line Music Video Views Rank,Line Music Plays,Line Music Plays Rank,Melon Fans,Melon Fans Rank,Melon Likes,Melon Likes Rank,Melon Video Likes,Melon Video Likes Rank,Melon Video Views,Melon Video Views Rank
Akatumamy,,null,20607,Latin,2461,"Latin Hip-Hop/Rap: 984, Latin Dance: 297",16841,64517,Chile,92,16816,,53111,103634,34,88045,3327485,197.87612987630828,3.158361084681256,0.31661990924667205,63,397104,43745,48606,1102198,63110,5680,58217,null,null,null,null,28700,19645,940900,14761,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
