Artist Name,Country,Current City,CM Artist Rank,Primary Genre Name,Primary Genre Rank,Secondary Genre Ranks,Engagement Rank,Fan Base Rank,Country Rank Name,Country Rank,Spotify Followers,Spotify Followers Rank,Spotify Monthly Listeners,Spotify Monthly Listeners Rank,Spotify Popularity,Spotify Popularity Rank,Spotify Playlist Total Reach,Spotify Playlist Reach to Followers Ratio,Spotify Listener Follower Ratio,Spotify Fan Conversion Rate,Deezer Fans,Deezer Fans Rank,Instagram Followers,Instagram Followers Rank,YouTube Views,YouTube Views Rank,YouTube Subscribers,YouTube Subscribers Rank,YouTube Daily Video Views,YouTube Daily Video Views Rank,YouTube Monthly Video Views,YouTube Monthly Video Views Rank,TikTok Followers,TikTok Followers Rank,TikTok Likes,TikTok Likes Rank,Twitch Followers,Twitch Followers Rank,Pandora Streams,Pandora Streams Rank,Pandora Monthly Listeners,Pandora Monthly Listeners Rank,Pandora Artist Stations,Pandora Artist Stations Rank,Line Music Artist Likes,Line Music Artist Likes Rank,Line Music Likes,Line Music Likes Rank,Line Music Video Views,Line Music Video Views Rank,Line Music Plays,Line Music Plays Rank,Melon Fans,Melon Fans Rank,Melon Likes,Melon Likes Rank,Melon Video Likes,Melon Video Likes Rank,Melon Video Views,Melon Video Views Rank
SOULFIA,,null,32289,R&B/Soul,4354,"Latin: 3558, Latin Pop: 2055, Latin Hip-Hop/Rap: 1379",28743,53466,Chile,141,36604,,1036838,11477,55,10885,5951477,162.5908917058245,28.32581138673369,0.035303490034122975,279,174964,161257,25269,8944087,35010,27400,35519,null,null,null,null,78800,14473,3100000,9328,null,null,5013,216615,6,197836,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
